Origen;Destino
EC:3.4.11.1;EC 3.4.11.1 created 1961 as EC 3.4.1.1, transferred 1972 to EC 3.4.11.1
EC:4.3.2.7;glutathione [CPD:C00051]
"L-cysteinylglycine [CPD:C01419];";EC:4.3.2.7
5-oxo-L-proline [CPD:C01879];EC:4.3.2.7
EC:2.4.1.18;Converts amylose into amylopectin. The accepted name requires a qualification depending on the product, glycogen or amylopectin, e.g. glycogen branching enzyme, amylopectin branching enzyme. The latter has frequently been termed Q-enzyme.
EC 2.4.1.18 created 1961;EC:2.4.1.18
EC:2.4.1.25;This entry covers the former separate entry for EC 2.4.1.3 (amylomaltase). The plant enzyme has been termed D-enzyme. An enzymic activity of this nature forms part of the mammalian and yeast glycogen debranching system (see EC 3.2.1.33 amylo-alpha-1,6-glucosidase).
EC 2.4.1.25 created 1965 (EC 2.4.1.3 created 1961, incorporated 1972);EC:2.4.1.25
EC:3.1.3.12;"alpha,alpha'-trehalose 6-phosphate [CPD:C00689];"
EC:3.1.3.12;H2O [CPD:C00001]
"alpha,alpha-trehalose [CPD:C01083];";EC:3.1.3.12
phosphate [CPD:C00009];EC:3.1.3.12
EC:3.2.1.93;"alpha,alpha'-trehalose 6-phosphate [CPD:C00689];"
EC:3.2.1.93;H2O [CPD:C00001]
"D-glucose [CPD:C00031];";EC:3.2.1.93
D-glucose 6-phosphate [CPD:C00092];EC:3.2.1.93
EC:2.4.1.15 2.4.1.347;"UDP-alpha-D-glucose [CPD:C00029];"
EC:2.4.1.15 2.4.1.347;D-glucose 6-phosphate [CPD:C00092]
"UDP [CPD:C00015];";EC:2.4.1.15 2.4.1.347
alpha,alpha'-trehalose 6-phosphate [CPD:C00689];EC:2.4.1.15 2.4.1.347
EC:3.2.1.28;"alpha,alpha-trehalose [CPD:C01083];"
EC:3.2.1.28;H2O [CPD:C00001]
"beta-D-glucose [CPD:C00221];";EC:3.2.1.28
alpha-D-glucose [CPD:C00267];EC:3.2.1.28
EC:2.4.1.21;"ADP-alpha-D-glucose [CPD:C00498];"
EC:2.4.1.21;[(1->4)-alpha-D-glucosyl]n
"ADP [CPD:C00008];";EC:2.4.1.21
[(1->4)-alpha-D-glucosyl]n+1;EC:2.4.1.21
EC:2.7.7.27;"ATP [CPD:C00002];"
EC:2.7.7.27;alpha-D-glucose 1-phosphate [CPD:C00103]
"diphosphate [CPD:C00013];";EC:2.7.7.27
ADP-alpha-D-glucose [CPD:C00498];EC:2.7.7.27
EC:2.4.1.12;"UDP-alpha-D-glucose [CPD:C00029];"
EC:2.4.1.12;[(1->4)-beta-D-glucosyl]n
"UDP [CPD:C00015];";EC:2.4.1.12
[(1->4)-beta-D-glucosyl]n+1;EC:2.4.1.12
EC:2.7.1.196 2.7.1.205;"[protein]-Npi-phospho-L-histidine [CPD:C04261];"
EC:2.7.1.196 2.7.1.205;N,N'-diacetylchitobiose[side 1] [CPD:C01674]
"[protein]-L-histidine [CPD:C00615];";EC:2.7.1.196 2.7.1.205
N,N'-diacetylchitobiose 6'-phosphate[side 2] [CPD:C21152];EC:2.7.1.196 2.7.1.205
EC:3.2.1.1;"Acts on starch, glycogen and related polysaccharides and oligosaccharides in a random manner; reducing groups are liberated in the alpha-configuration. The term ""alpha"" relates to the initial anomeric configuration of the free sugar group released and not to the configuration of the linkage hydrolysed."
EC 3.2.1.1 created 1961;EC:3.2.1.1
EC:4.2.1.126;"(R)-lactate [CPD:C00256];"
EC:4.2.1.126;N-acetyl-D-glucosamine 6-phosphate [CPD:C00357]
"N-acetylmuramate 6-phosphate [CPD:C16698];";EC:4.2.1.126
H2O [CPD:C00001];EC:4.2.1.126
EC:3.2.1.14 3.2.1.17;The enzyme binds to chitin and randomly cleaves glycosidic linkages in chitin and chitodextrins in a non-processive mode, generating chitooligosaccharides and free ends on which exo-chitinases and exo-chitodextrinases can act. Activity is greatly stimulated in the presence of EC 1.14.99.53, lytic chitin monoxygenase, which attacks the crystalline structure of chitin and makes the polymer more accesible to the chitinase. cf. EC 3.2.1.202, endo-chitodextrinase.
EC 3.2.1.14 created 1961, modified 2017;EC:3.2.1.14 3.2.1.17
EC:3.2.1.52;Acts on N-acetylglucosides and N-acetylgalactosides.
EC 3.2.1.52 created 1972 (EC 3.2.1.30 created 1961, incorporated 1992 [EC 3.2.1.29 created 1961, incorporated 1972]);EC:3.2.1.52
EC:2.7.1.59;"ATP [CPD:C00002];"
EC:2.7.1.59;N-acetyl-D-glucosamine [CPD:C00140]
"ADP [CPD:C00008];";EC:2.7.1.59
N-acetyl-D-glucosamine 6-phosphate [CPD:C00357];EC:2.7.1.59
EC:2.7.1.193;"[protein]-Npi-phospho-L-histidine [CPD:C04261];"
EC:2.7.1.193;N-acetyl-D-glucosamine[side 1] [CPD:C00140]
"[protein]-L-histidine [CPD:C00615];";EC:2.7.1.193
N-acetyl-D-glucosamine 6-phosphate[side 2] [CPD:C00357];EC:2.7.1.193
EC:3.5.1.25;"N-acetyl-D-glucosamine 6-phosphate [CPD:C00357];"
EC:3.5.1.25;H2O [CPD:C00001]
"D-glucosamine 6-phosphate [CPD:C00352];";EC:3.5.1.25
acetate [CPD:C00033];EC:3.5.1.25
EC:5.1.3.9;N-acyl-D-glucosamine 6-phosphate [CPD:C04136]
N-acyl-D-mannosamine 6-phosphate [CPD:C00686];EC:5.1.3.9
EC:2.7.7.23 2.3.1.157;"UTP [CPD:C00075];"
EC:2.7.7.23 2.3.1.157;N-acetyl-alpha-D-glucosamine 1-phosphate [CPD:C04501]
"diphosphate [CPD:C00013];";EC:2.7.7.23 2.3.1.157
UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];EC:2.7.7.23 2.3.1.157
EC:2.5.1.7;"phosphoenolpyruvate [CPD:C00074];"
EC:2.5.1.7;UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043]
"phosphate [CPD:C00009];";EC:2.5.1.7
UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine [CPD:C04631];EC:2.5.1.7
EC:5.1.3.14;UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043]
UDP-N-acetyl-alpha-D-mannosamine [CPD:C01170];EC:5.1.3.14
EC:4.1.3.3;N-acetylneuraminate [CPD:C00270]
"N-acetyl-D-mannosamine [CPD:C00645];";EC:4.1.3.3
pyruvate [CPD:C00022];EC:4.1.3.3
EC:2.7.1.60;"ATP [CPD:C00002];"
EC:2.7.1.60;N-acyl-D-mannosamine [CPD:C00625]
"ADP [CPD:C00008];";EC:2.7.1.60
N-acyl-D-mannosamine 6-phosphate [CPD:C00686];EC:2.7.1.60
EC:3.5.99.6;"alpha-D-glucosamine 6-phosphate;"
EC:3.5.99.6;H2O [CPD:C00001]
"D-fructose 6-phosphate [CPD:C00085];";EC:3.5.99.6
NH3 [CPD:C00014];EC:3.5.99.6
EC:5.4.2.10;alpha-D-glucosamine 1-phosphate [CPD:C06156]
D-glucosamine 6-phosphate [CPD:C00352];EC:5.4.2.10
EC:1.1.1.336;"UDP-N-acetyl-alpha-D-mannosamine [CPD:C01170];"
EC:1.1.1.336;"NAD+ [CPD:C00003];"
EC:1.1.1.336;H2O [CPD:C00001]
"UDP-N-acetyl-alpha-D-mannosaminuronate [CPD:C06240];";EC:1.1.1.336
"NADH [CPD:C00004];";EC:1.1.1.336
H+ [CPD:C00080];EC:1.1.1.336
EC:1.3.1.98;"UDP-N-acetyl-alpha-D-muramate [CPD:C01050];"
EC:1.3.1.98;NADP+ [CPD:C00006]
"UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine [CPD:C04631];";EC:1.3.1.98
"NADPH [CPD:C00005];";EC:1.3.1.98
H+ [CPD:C00080];EC:1.3.1.98
EC:2.1.2.13 1.1.1.305;"10-formyltetrahydrofolate [CPD:C00234];"
EC:2.1.2.13 1.1.1.305;UDP-4-amino-4-deoxy-beta-L-arabinopyranose [CPD:C16153]
"5,6,7,8-tetrahydrofolate [CPD:C00101];";EC:2.1.2.13 1.1.1.305
UDP-4-deoxy-4-formamido-beta-L-arabinopyranose [CPD:C16154];EC:2.1.2.13 1.1.1.305
EC:2.6.1.87;"UDP-4-amino-4-deoxy-beta-L-arabinopyranose [CPD:C16153];"
EC:2.6.1.87;2-oxoglutarate [CPD:C00026]
"UDP-beta-L-threo-pentapyranos-4-ulose [CPD:C16155];";EC:2.6.1.87
L-glutamate [CPD:C00025];EC:2.6.1.87
EC:2.4.2.53;"UDP-4-deoxy-4-formamido-beta-L-arabinopyranose [CPD:C16154];"
EC:2.4.2.53;ditrans,octacis-undecaprenyl phosphate [CPD:C17556]
"UDP [CPD:C00015];";EC:2.4.2.53
4-deoxy-4-formamido-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate [CPD:C16156];EC:2.4.2.53
EC:2.7.7.24;"dTTP [CPD:C00459];"
EC:2.7.7.24;alpha-D-glucose 1-phosphate [CPD:C00103]
"diphosphate [CPD:C00013];";EC:2.7.7.24
dTDP-alpha-D-glucose [CPD:C00842];EC:2.7.7.24
EC:4.2.1.46;dTDP-alpha-D-glucose [CPD:C00842]
"dTDP-4-dehydro-6-deoxy-alpha-D-glucose [CPD:C11907];";EC:4.2.1.46
H2O [CPD:C00001];EC:4.2.1.46
EC:5.1.3.13;dTDP-4-dehydro-6-deoxy-alpha-D-glucose [CPD:C11907]
dTDP-4-dehydro-beta-L-rhamnose [CPD:C00688];EC:5.1.3.13
EC:1.1.1.133;"dTDP-beta-L-rhamnose [CPD:C03319];"
EC:1.1.1.133;NADP+ [CPD:C00006]
"dTDP-4-dehydro-beta-L-rhamnose [CPD:C00688];";EC:1.1.1.133
"NADPH [CPD:C00005];";EC:1.1.1.133
H+ [CPD:C00080];EC:1.1.1.133
EC:2.3.1.129;"(R)-3-hydroxytetradecanoyl-[acyl-carrier protein] [CPD:C04688];"
EC:2.3.1.129;UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043]
"[acyl-carrier protein] [CPD:C00229];";EC:2.3.1.129
UDP-3-O-[(3R)-3-hydroxytetradecanoyl]-N-acetyl-alpha-D-glucosamine;EC:2.3.1.129
EC:3.5.1.108;"UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetyl-alpha-D-glucosamine;"
EC:3.5.1.108;H2O [CPD:C00001]
"UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine [CPD:C06022];";EC:3.5.1.108
acetate [CPD:C00033];EC:3.5.1.108
EC:2.3.1.191;"(3R)-3-hydroxytetradecanoyl-[acyl-carrier protein] [CPD:C04688];"
EC:2.3.1.191;UDP-3-O-[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine
"UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine;";EC:2.3.1.191
holo-[acyl-carrier protein] [CPD:C00229];EC:2.3.1.191
EC:3.6.1.54;"UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine;"
EC:3.6.1.54;H2O [CPD:C00001]
"2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl ]-alpha-D-glucosaminyl 1-phosphate;";EC:3.6.1.54
UMP [CPD:C00105];EC:3.6.1.54
EC:2.4.1.182;"UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine;"
EC:2.4.1.182;2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosaminyl 1-phosphate
"UDP [CPD:C00015];";EC:2.4.1.182
2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-beta-D-glucosaminyl-(1->6)-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosaminyl 1-phosphate;EC:2.4.1.182
EC:2.7.1.130;"ATP [CPD:C00002];"
EC:2.7.1.130;{2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-beta-D-glucosaminyl}-(1->6)-{2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosaminyl phosphate}
"ADP [CPD:C00008];";EC:2.7.1.130
{2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-4-O-phospho-beta-D-glucosaminyl}-(1->6)-{2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosaminyl phosphate};EC:2.7.1.130
EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15;"lipid IVA [CPD:C04919];"
EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15;CMP-beta-Kdo [CPD:C04121]
"alpha-Kdo-(2->6)-lipid IVA;";EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15
CMP [CPD:C00055];EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15
EC:2.4.2.43;"4-amino-4-deoxy-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate [CPD:C16157];"
EC:2.4.2.43;"alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A [CPD:C06026];"
EC:2.4.2.43;"lipid IVA [CPD:C04919];"
EC:2.4.2.43;alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA
"alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[4-P-L-Ara4N]-lipid A [CPD:C19890];";EC:2.4.2.43
"ditrans,octacis-undecaprenyl phosphate [CPD:C17556];";EC:2.4.2.43
"lipid IIA [CPD:C19884];";EC:2.4.2.43
4'-alpha-L-Ara4N-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA;EC:2.4.2.43
EC:2.3.1.251;"1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine [CPD:C03889];"
EC:2.3.1.251;"hexa-acyl lipid A [CPD:C21193];"
EC:2.3.1.251;"lipid IIA [CPD:C19884];"
EC:2.3.1.251;lipid IVA [CPD:C04919]
"2-acyl-sn-glycero-3-phosphocholine [CPD:C04233];";EC:2.3.1.251
"hepta-acyl lipid A [CPD:C21194];";EC:2.3.1.251
"lipid IIB [CPD:C22002];";EC:2.3.1.251
lipid IVB [CPD:C21982];EC:2.3.1.251
EC:2.3.1.241 2.3.1.-;"dodecanoyl-[acyl-carrier protein] [CPD:C05223];"
EC:2.3.1.241 2.3.1.-;Kdo2-lipid IV(A) [CPD:C06025]
"dodecanoyl-Kdo2-lipid IV(A) [CPD:C06251];";EC:2.3.1.241 2.3.1.-
[acyl-carrier protein] [CPD:C00229];EC:2.3.1.241 2.3.1.-
EC:2.3.1.243;"tetradecanoyl-[acyl-carrier protein] [CPD:C05761];"
EC:2.3.1.243;dodecanoyl-Kdo2-lipid IV(A) [CPD:C06251]
"dodecanoyl-(tetradecanoyl)-Kdo2-lipid IV(A) [CPD:C06026];";EC:2.3.1.243
[acyl-carrier protein] [CPD:C00229];EC:2.3.1.243
EC:2.7.4.29;"ditrans,octacis-undecaprenyl diphosphate [CPD:C04574];"
EC:2.7.4.29;alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-lipid A [CPD:C06026]
"ditrans,octacis-undecaprenyl phosphate [CPD:C17556];";EC:2.7.4.29
alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-lipid A 1-diphosphate [CPD:C21157];EC:2.7.4.29
EC:2.7.8.43;"diacylphosphatidylethanolamine;"
EC:2.7.8.43;"lipid A;"
EC:2.7.8.43;lipid A 1-(2-aminoethyl diphosphate)
"diacylglycerol [CPD:C00165];";EC:2.7.8.43
"lipid A 1-(2-aminoethyl diphosphate);";EC:2.7.8.43
"lipid A 4'-(2-aminoethyl diphosphate);";EC:2.7.8.43
lipid A 1,4'-bis(2-aminoethyl diphosphate);EC:2.7.8.43
EC:2.7.8.42;"diacylphosphatidylethanolamine [CPD:C00350];"
EC:2.7.8.42;"alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-lipid A [CPD:C06026];"
EC:2.7.8.42;alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-lipid IVA [CPD:C06025]
"diacyglycerol [CPD:C00641];";EC:2.7.8.42
"7-O-[2-aminoethoxy(hydroxy)phosphoryl]-alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-lipid A [CPD:C21173];";EC:2.7.8.42
7-O-[2-aminoethoxy(hydroxy)phosphoryl]-alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-lipid IVA [CPD:C21174];EC:2.7.8.42
EC:2.3.1.242;"(9Z)-hexadec-9-enoyl-[acyl-carrier protein] [CPD:C16520];"
EC:2.3.1.242;Kdo2-lipid IVA [CPD:C06025]
"(9Z)-hexadec-9-enoyl-Kdo2-lipid IVA [CPD:C20933];";EC:2.3.1.242
[acyl-carrier protein] [CPD:C00229];EC:2.3.1.242
EC:5.3.1.13;D-arabinose 5-phosphate [CPD:C01112]
D-ribulose 5-phosphate [CPD:C00199];EC:5.3.1.13
EC:2.5.1.55;"phosphoenolpyruvate [CPD:C00074];"
EC:2.5.1.55;"D-arabinose 5-phosphate [CPD:C01112];"
EC:2.5.1.55;H2O [CPD:C00001]
"3-deoxy-D-manno-octulosonate 8-phosphate [CPD:C04478];";EC:2.5.1.55
phosphate [CPD:C00009];EC:2.5.1.55
EC:3.1.3.45;"3-deoxy-D-manno-octulosonate 8-phosphate [CPD:C04478];"
EC:3.1.3.45;H2O [CPD:C00001]
"3-deoxy-D-manno-octulosonate [CPD:C01187];";EC:3.1.3.45
phosphate [CPD:C00009];EC:3.1.3.45
EC:2.7.7.38;"CTP [CPD:C00063];"
EC:2.7.7.38;3-deoxy-D-manno-octulosonate [CPD:C01187]
"diphosphate [CPD:C00013];";EC:2.7.7.38
CMP-3-deoxy-D-manno-octulosonate [CPD:C04121];EC:2.7.7.38
EC:5.3.1.28;D-sedoheptulose 7-phosphate [CPD:C05382]
D-glycero-D-manno-heptose 7-phosphate [CPD:C19882];EC:5.3.1.28
EC:2.7.1.167 2.7.7.70;"D-glycero-beta-D-manno-heptose 7-phosphate [CPD:C07836];"
EC:2.7.1.167 2.7.7.70;ATP [CPD:C00002]
"D-glycero-beta-D-manno-heptose 1,7-bisphosphate [CPD:C11472];";EC:2.7.1.167 2.7.7.70
ADP [CPD:C00008];EC:2.7.1.167 2.7.7.70
EC:3.1.3.82 3.1.3.83;"D-glycero-beta-D-manno-heptose 1,7-bisphosphate [CPD:C11472];"
EC:3.1.3.82 3.1.3.83;H2O [CPD:C00001]
"D-glycero-beta-D-manno-heptose 1-phosphate [CPD:C07838];";EC:3.1.3.82 3.1.3.83
phosphate [CPD:C00009];EC:3.1.3.82 3.1.3.83
EC:5.1.3.20;ADP-D-glycero-D-manno-heptose
ADP-L-glycero-D-manno-heptose;EC:5.1.3.20
EC:2.7.8.13;"UDP-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala);"
EC:2.7.8.13;undecaprenyl phosphate [CPD:C17556]
"UMP [CPD:C00105];";EC:2.7.8.13
Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol;EC:2.7.8.13
EC:2.4.1.227;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.227;Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol
"UDP [CPD:C00015];";EC:2.4.1.227
beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol;EC:2.4.1.227
EC:3.6.1.27;"ditrans,octacis-undecaprenyl diphosphate [CPD:C04574];"
EC:3.6.1.27;H2O [CPD:C00001]
"ditrans,octacis-undecaprenyl phosphate [CPD:C17556];";EC:3.6.1.27
phosphate [CPD:C00009];EC:3.6.1.27
EC:2.7.1.30;"ATP [CPD:C00002];"
EC:2.7.1.30;glycerol [CPD:C00116]
"ADP [CPD:C00008];";EC:2.7.1.30
sn-glycerol 3-phosphate [CPD:C00093];EC:2.7.1.30
EC:1.1.1.6;"glycerol [CPD:C00116];"
EC:1.1.1.6;NAD+ [CPD:C00003]
"glycerone [CPD:C00184];";EC:1.1.1.6
"NADH [CPD:C00004];";EC:1.1.1.6
H+ [CPD:C00080];EC:1.1.1.6
EC:2.3.1.15;"acyl-CoA [CPD:C00040];"
EC:2.3.1.15;sn-glycerol 3-phosphate [CPD:C00093]
"CoA [CPD:C00010];";EC:2.3.1.15
1-acyl-sn-glycerol 3-phosphate [CPD:C00681];EC:2.3.1.15
EC:2.3.1.51;"acyl-CoA [CPD:C00040];"
EC:2.3.1.51;1-acyl-sn-glycerol 3-phosphate [CPD:C00681]
"CoA [CPD:C00010];";EC:2.3.1.51
1,2-diacyl-sn-glycerol 3-phosphate [CPD:C00416];EC:2.3.1.51
EC:2.7.1.107;"ATP [CPD:C00002];"
EC:2.7.1.107;1,2-diacyl-sn-glycerol [CPD:C00641]
"ADP [CPD:C00008];";EC:2.7.1.107
1,2-diacyl-sn-glycerol 3-phosphate [CPD:C00416];EC:2.7.1.107
EC:2.7.1.121;"phosphoenolpyruvate [CPD:C00074];"
EC:2.7.1.121;glycerone [CPD:C00184]
"pyruvate [CPD:C00022];";EC:2.7.1.121
glycerone phosphate [CPD:C00111];EC:2.7.1.121
EC:2.3.1.275;"acyl phosphate [CPD:C02133];"
EC:2.3.1.275;sn-glycerol 3-phosphate [CPD:C00093]
"1-acyl-sn-glycerol 3-phosphate [CPD:C00681];";EC:2.3.1.275
phosphate [CPD:C00009];EC:2.3.1.275
EC:2.3.1.274;"acyl-[acyl-carrier protein] [CPD:C00173];"
EC:2.3.1.274;phosphate [CPD:C00009]
"acyl phosphate [CPD:C02133];";EC:2.3.1.274
[acyl-carrier protein] [CPD:C00229];EC:2.3.1.274
EC:1.1.5.3;"sn-glycerol 3-phosphate [CPD:C00093];"
EC:1.1.5.3;quinone [CPD:C15602]
"glycerone phosphate [CPD:C00111];";EC:1.1.5.3
quinol [CPD:C15603];EC:1.1.5.3
EC:1.1.1.94;"sn-glycerol 3-phosphate [CPD:C00093];"
EC:1.1.1.94;"NAD+ [CPD:C00003];"
EC:1.1.1.94;NADP+ [CPD:C00006]
"glycerone phosphate [CPD:C00111];";EC:1.1.1.94
"NADH [CPD:C00004];";EC:1.1.1.94
"NADPH [CPD:C00005];";EC:1.1.1.94
H+ [CPD:C00080];EC:1.1.1.94
EC:2.7.7.41;"CTP [CPD:C00063];"
EC:2.7.7.41;phosphatidate [CPD:C00416]
"diphosphate [CPD:C00013];";EC:2.7.7.41
CDP-diacylglycerol [CPD:C00269];EC:2.7.7.41
EC:3.6.1.26;"CDP-diacylglycerol [CPD:C00269];"
EC:3.6.1.26;H2O [CPD:C00001]
"CMP [CPD:C00055];";EC:3.6.1.26
phosphatidate [CPD:C00416];EC:3.6.1.26
EC:2.7.8.5;"CDP-diacylglycerol [CPD:C00269];"
EC:2.7.8.5;sn-glycerol 3-phosphate [CPD:C00093]
"CMP [CPD:C00055];";EC:2.7.8.5
1-(3-sn-phosphatidyl)-sn-glycerol 3-phosphate [CPD:C03892];EC:2.7.8.5
EC:3.1.3.27;"phosphatidylglycerophosphate [CPD:C03892];"
EC:3.1.3.27;H2O [CPD:C00001]
"phosphatidylglycerol [CPD:C00344];";EC:3.1.3.27
phosphate [CPD:C00009];EC:3.1.3.27
EC:4.1.1.65;phosphatidyl-L-serine [CPD:C02737]
"phosphatidylethanolamine [CPD:C00350];";EC:4.1.1.65
CO2 [CPD:C00011];EC:4.1.1.65
EC:3.1.1.32 3.1.1.4;"phosphatidylcholine [CPD:C00157];"
EC:3.1.1.32 3.1.1.4;H2O [CPD:C00001]
"2-acylglycerophosphocholine;";EC:3.1.1.32 3.1.1.4
carboxylate [CPD:C00060];EC:3.1.1.32 3.1.1.4
EC:2.3.1.40 6.2.1.20;"acyl-[acyl-carrier protein] [CPD:C00173];"
EC:2.3.1.40 6.2.1.20;O-(2-acyl-sn-glycero-3-phospho)ethanolamine
"[acyl-carrier protein] [CPD:C00229];";EC:2.3.1.40 6.2.1.20
O-(1,2-diacyl-sn-glycero-3-phospho)ethanolamine;EC:2.3.1.40 6.2.1.20
EC:3.1.1.5;"2-lysophosphatidylcholine [CPD:C04230];"
EC:3.1.1.5;H2O [CPD:C00001]
"glycerophosphocholine [CPD:C00670];";EC:3.1.1.5
carboxylate [CPD:C00060];EC:3.1.1.5
EC:3.1.4.46;"glycerophosphodiester [CPD:C03120];"
EC:3.1.4.46;H2O [CPD:C00001]
"alcohol [CPD:C00069];";EC:3.1.4.46
sn-glycerol 3-phosphate [CPD:C00093];EC:3.1.4.46
EC:4.3.1.7;ethanolamine [CPD:C00189]
"acetaldehyde [CPD:C00084];";EC:4.3.1.7
NH3 [CPD:C00014];EC:4.3.1.7
EC:3.1.6.1;"phenol sulfate [CPD:C00850];"
EC:3.1.6.1;H2O [CPD:C00001]
"phenol [CPD:C15584];";EC:3.1.6.1
sulfate [CPD:C00059];EC:3.1.6.1
EC:4.4.1.5;(R)-S-lactoylglutathione [CPD:C03451]
"glutathione [CPD:C00051];";EC:4.4.1.5
2-oxopropanal [CPD:C00546];EC:4.4.1.5
EC:1.2.1.22 1.2.1.21;"(S)-lactaldehyde [CPD:C00424];"
EC:1.2.1.22 1.2.1.21;"NAD+ [CPD:C00003];"
EC:1.2.1.22 1.2.1.21;H2O [CPD:C00001]
"(S)-lactate [CPD:C00186];";EC:1.2.1.22 1.2.1.21
"NADH [CPD:C00004];";EC:1.2.1.22 1.2.1.21
H+ [CPD:C00080];EC:1.2.1.22 1.2.1.21
EC:3.1.2.6;"S-(2-hydroxyacyl)glutathione [CPD:C03899];"
EC:3.1.2.6;H2O [CPD:C00001]
"glutathione [CPD:C00051];";EC:3.1.2.6
2-hydroxy carboxylate [CPD:C02929];EC:3.1.2.6
EC:1.1.1.28;"(R)-lactate [CPD:C00256];"
EC:1.1.1.28;NAD+ [CPD:C00003]
"pyruvate [CPD:C00022];";EC:1.1.1.28
"NADH [CPD:C00004];";EC:1.1.1.28
H+ [CPD:C00080];EC:1.1.1.28
EC:1.1.2.3;"(S)-lactate [CPD:C00186];"
EC:1.1.2.3;ferricytochrome c [CPD:C00125]
"pyruvate [CPD:C00022];";EC:1.1.2.3
"ferrocytochrome c [CPD:C00126];";EC:1.1.2.3
H+ [CPD:C00080];EC:1.1.2.3
EC:1.2.5.1;"pyruvate [CPD:C00022];"
EC:1.2.5.1;"ubiquinone [CPD:C00399];"
EC:1.2.5.1;H2O [CPD:C00001]
"acetate [CPD:C00033];";EC:1.2.5.1
"CO2 [CPD:C00011];";EC:1.2.5.1
ubiquinol [CPD:C00390];EC:1.2.5.1
EC:3.6.1.7;"acylphosphate;"
EC:3.6.1.7;H2O [CPD:C00001]
"carboxylate [CPD:C00060];";EC:3.6.1.7
phosphate [CPD:C00009];EC:3.6.1.7
EC:2.3.3.9;"acetyl-CoA [CPD:C00024];"
EC:2.3.3.9;"glyoxylate [CPD:C00048];"
EC:2.3.3.9;H2O [CPD:C00001]
"(S)-malate [CPD:C00149];";EC:2.3.3.9
CoA [CPD:C00010];EC:2.3.3.9
EC:2.3.1.54;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.54;formate [CPD:C00058]
"CoA [CPD:C00010];";EC:2.3.1.54
pyruvate [CPD:C00022];EC:2.3.1.54
EC:1.1.1.40;"(S)-malate [CPD:C00149];"
EC:1.1.1.40;"NADP+ [CPD:C00006];"
EC:1.1.1.40;oxaloacetate [CPD:C00036]
"pyruvate [CPD:C00022];";EC:1.1.1.40
"CO2 [CPD:C00011];";EC:1.1.1.40
NADPH [CPD:C00005];EC:1.1.1.40
EC:1.1.1.38;"(S)-malate [CPD:C00149];"
EC:1.1.1.38;"NAD+ [CPD:C00003];"
