Origen;Destino
"1-phosphatidyl-1D-myo-inositol 4-phosphate [CPD:C01277];";EC:3.1.3.36
phosphate [CPD:C00009];EC:3.1.3.36
EC:2.7.1.154;"ATP [CPD:C00002];"
EC:2.7.1.154;1-phosphatidyl-1D-myo-inositol 4-phosphate [CPD:C01277]
"ADP [CPD:C00008];";EC:2.7.1.154
1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate [CPD:C11554];EC:2.7.1.154
EC:3.1.3.66;"1-phosphatidyl-myo-inositol 3,4-bisphosphate;"
EC:3.1.3.66;H2O [CPD:C00001]
"1-phosphatidyl-1D-myo-inositol 3-phosphate [CPD:C04549];";EC:3.1.3.66
phosphate [CPD:C00009];EC:3.1.3.66
EC:2.7.1.150;"ATP [CPD:C00002];"
EC:2.7.1.150;1-phosphatidyl-1D-myo-inositol 3-phosphate [CPD:C04549]
"ADP [CPD:C00008];";EC:2.7.1.150
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate [CPD:C11556];EC:2.7.1.150
EC:3.1.3.64 3.1.3.95;"1-phosphatidyl-1D-myo-inositol 3-phosphate [CPD:C04549];"
EC:3.1.3.64 3.1.3.95;H2O [CPD:C00001]
"1-phosphatidyl-1D-myo-inositol [CPD:C01194];";EC:3.1.3.64 3.1.3.95
phosphate [CPD:C00009];EC:3.1.3.64 3.1.3.95
EC:2.7.1.137;"ATP [CPD:C00002];"
EC:2.7.1.137;1-phosphatidyl-1D-myo-inositol [CPD:C01194]
"ADP [CPD:C00008];";EC:2.7.1.137
1-phosphatidyl-1D-myo-inositol 3-phosphate [CPD:C04549];EC:2.7.1.137
EC:2.7.1.67;"ATP [CPD:C00002];"
EC:2.7.1.67;1-phosphatidyl-1D-myo-inositol [CPD:C01194]
"ADP [CPD:C00008];";EC:2.7.1.67
1-phosphatidyl-1D-myo-inositol 4-phosphate [CPD:C01277];EC:2.7.1.67
EC:2.7.8.11;"CDP-diacylglycerol [CPD:C00269];"
EC:2.7.8.11;myo-inositol [CPD:C00137]
"CMP [CPD:C00055];";EC:2.7.8.11
1-phosphatidyl-1D-myo-inositol [CPD:C01194];EC:2.7.8.11
EC:3.1.3.25 3.1.3.7;"myo-inositol phosphate [CPD:C15585];"
EC:3.1.3.25 3.1.3.7;H2O [CPD:C00001]
"myo-inositol [CPD:C00137];";EC:3.1.3.25 3.1.3.7
phosphate [CPD:C00009];EC:3.1.3.25 3.1.3.7
EC:5.5.1.4;D-glucose 6-phosphate [CPD:C00092]
1D-myo-inositol 3-phosphate [CPD:C04006];EC:5.5.1.4
EC:3.1.3.57;"1D-myo-inositol 1,4-bisphosphate [CPD:C01220];"
EC:3.1.3.57;H2O [CPD:C00001]
"1D-myo-inositol 4-phosphate [CPD:C03546];";EC:3.1.3.57
phosphate [CPD:C00009];EC:3.1.3.57
EC:3.1.3.56;"D-myo-inositol 1,4,5-trisphosphate [CPD:C01245];"
EC:3.1.3.56;"H2O [CPD:C00001];"
EC:3.1.3.56;1D-myo-inositol 1,3,4,5-tetrakisphosphate [CPD:C01272]
"myo-inositol 1,4-bisphosphate [CPD:C01220];";EC:3.1.3.56
"phosphate [CPD:C00009];";EC:3.1.3.56
1D-myo-inositol 1,3,4-trisphosphate [CPD:C01243];EC:3.1.3.56
EC:2.7.1.127;"ATP [CPD:C00002];"
EC:2.7.1.127;1D-myo-inositol 1,4,5-trisphosphate [CPD:C01245]
"ADP [CPD:C00008];";EC:2.7.1.127
1D-myo-inositol 1,3,4,5-tetrakisphosphate [CPD:C01272];EC:2.7.1.127
EC:2.7.1.140 2.7.1.151;"ATP [CPD:C00002];"
EC:2.7.1.140 2.7.1.151;1D-myo-inositol 1,3,4,6-tetrakisphosphate [CPD:C04477]
"ADP [CPD:C00008];";EC:2.7.1.140 2.7.1.151
1D-myo-inositol 1,3,4,5,6-pentakisphosphate [CPD:C01284];EC:2.7.1.140 2.7.1.151
EC:2.7.1.158;"ATP [CPD:C00002];"
EC:2.7.1.158;1D-myo-inositol 1,3,4,5,6-pentakisphosphate [CPD:C01284]
"ADP [CPD:C00008];";EC:2.7.1.158
1D-myo-inositol hexakisphosphate [CPD:C01204];EC:2.7.1.158
EC:3.5.1.89;"6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol [CPD:C01288];"
EC:3.5.1.89;H2O [CPD:C00001]
"6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol [CPD:C04248];";EC:3.5.1.89
acetate [CPD:C00033];EC:3.5.1.89
EC:2.3.1.42;"acyl-CoA [CPD:C00040];"
EC:2.3.1.42;glycerone phosphate [CPD:C00111]
"CoA [CPD:C00010];";EC:2.3.1.42
acylglycerone phosphate [CPD:C03372];EC:2.3.1.42
EC:1.1.1.8;"sn-glycerol 3-phosphate [CPD:C00093];"
EC:1.1.1.8;NAD+ [CPD:C00003]
"glycerone phosphate [CPD:C00111];";EC:1.1.1.8
"NADH [CPD:C00004];";EC:1.1.1.8
H+ [CPD:C00080];EC:1.1.1.8
EC:1.1.5.3;"sn-glycerol 3-phosphate [CPD:C00093];"
EC:1.1.5.3;quinone [CPD:C15602]
"glycerone phosphate [CPD:C00111];";EC:1.1.5.3
quinol [CPD:C15603];EC:1.1.5.3
EC:3.1.4.4;"phosphatidylcholine [CPD:C00157];"
EC:3.1.4.4;H2O [CPD:C00001]
"choline [CPD:C00114];";EC:3.1.4.4
phosphatidate [CPD:C00416];EC:3.1.4.4
EC:2.7.7.41;"CTP [CPD:C00063];"
EC:2.7.7.41;phosphatidate [CPD:C00416]
"diphosphate [CPD:C00013];";EC:2.7.7.41
CDP-diacylglycerol [CPD:C00269];EC:2.7.7.41
EC:2.7.8.5;"CDP-diacylglycerol [CPD:C00269];"
EC:2.7.8.5;sn-glycerol 3-phosphate [CPD:C00093]
"CMP [CPD:C00055];";EC:2.7.8.5
1-(3-sn-phosphatidyl)-sn-glycerol 3-phosphate [CPD:C03892];EC:2.7.8.5
EC:2.7.8.41;"CDP-diacylglycerol [CPD:C00269];"
EC:2.7.8.41;phosphatidylglycerol [CPD:C00344]
"cardiolipin [CPD:C05980];";EC:2.7.8.41
CMP [CPD:C00055];EC:2.7.8.41
EC:4.1.1.65;phosphatidyl-L-serine [CPD:C02737]
"phosphatidylethanolamine [CPD:C00350];";EC:4.1.1.65
CO2 [CPD:C00011];EC:4.1.1.65
EC:3.1.1.4;"phosphatidylcholine [CPD:C00157];"
EC:3.1.1.4;H2O [CPD:C00001]
"1-acylglycerophosphocholine [CPD:C04230];";EC:3.1.1.4
carboxylate [CPD:C00060];EC:3.1.1.4
EC:2.3.1.23 2.3.1.67;"acyl-CoA [CPD:C00040];"
EC:2.3.1.23 2.3.1.67;1-acyl-sn-glycero-3-phosphocholine [CPD:C04230]
"CoA [CPD:C00010];";EC:2.3.1.23 2.3.1.67
1,2-diacyl-sn-glycero-3-phosphocholine [CPD:C00157];EC:2.3.1.23 2.3.1.67
EC:2.3.1.23 2.3.1.-;"acyl-CoA [CPD:C00040];"
EC:2.3.1.23 2.3.1.-;1-acyl-sn-glycero-3-phosphocholine [CPD:C04230]
"CoA [CPD:C00010];";EC:2.3.1.23 2.3.1.-
1,2-diacyl-sn-glycero-3-phosphocholine [CPD:C00157];EC:2.3.1.23 2.3.1.-
EC:3.1.1.5;"2-lysophosphatidylcholine [CPD:C04230];"
EC:3.1.1.5;H2O [CPD:C00001]
"glycerophosphocholine [CPD:C00670];";EC:3.1.1.5
carboxylate [CPD:C00060];EC:3.1.1.5
EC:3.1.4.2;"sn-glycero-3-phosphocholine [CPD:C00670];"
EC:3.1.4.2;H2O [CPD:C00001]
"choline [CPD:C00114];";EC:3.1.4.2
sn-glycerol 3-phosphate [CPD:C00093];EC:3.1.4.2
EC:3.1.1.5;"2-lysophosphatidylcholine [CPD:C04230];"
EC:3.1.1.5;H2O [CPD:C00001]
"glycerophosphocholine [CPD:C00670];";EC:3.1.1.5
carboxylate [CPD:C00060];EC:3.1.1.5
EC:2.7.7.15;"CTP [CPD:C00063];"
EC:2.7.7.15;phosphocholine [CPD:C00588]
"diphosphate [CPD:C00013];";EC:2.7.7.15
CDP-choline [CPD:C00307];EC:2.7.7.15
EC:2.7.1.32 2.7.1.82;"ATP [CPD:C00002];"
EC:2.7.1.32 2.7.1.82;choline [CPD:C00114]
"ADP [CPD:C00008];";EC:2.7.1.32 2.7.1.82
phosphocholine [CPD:C00588];EC:2.7.1.32 2.7.1.82
EC:3.1.1.7;"acetylcholine [CPD:C01996];"
EC:3.1.1.7;H2O [CPD:C00001]
"choline [CPD:C00114];";EC:3.1.1.7
acetate [CPD:C00033];EC:3.1.1.7
EC:2.3.1.6;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.6;choline [CPD:C00114]
"CoA [CPD:C00010];";EC:2.3.1.6
O-acetylcholine [CPD:C01996];EC:2.3.1.6
EC:3.1.1.5;"2-lysophosphatidylcholine [CPD:C04230];"
EC:3.1.1.5;H2O [CPD:C00001]
"glycerophosphocholine [CPD:C00670];";EC:3.1.1.5
carboxylate [CPD:C00060];EC:3.1.1.5
EC:4.2.3.2;"ethanolamine phosphate [CPD:C00346];"
EC:4.2.3.2;H2O [CPD:C00001]
"acetaldehyde [CPD:C00084];";EC:4.2.3.2
"NH3 [CPD:C00014];";EC:4.2.3.2
phosphate [CPD:C00009];EC:4.2.3.2
EC:5.3.99.3;(5Z,13E)-(15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13-dienoate [CPD:C00427]
(5Z,13E)-(15S)-11alpha,15-dihydroxy-9-oxoprosta-5,13-dienoate [CPD:C00584];EC:5.3.99.3
EC:5.3.99.2 2.5.1.18;(5Z,13E,15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13-dienoate [CPD:C00427]
(5Z,13E,15S)-9alpha,15-dihydroxy-11-oxoprosta-5,13-dienoate [CPD:C00696];EC:5.3.99.2 2.5.1.18
EC:2.3.1.50;"palmitoyl-CoA [CPD:C00154];"
EC:2.3.1.50;L-serine [CPD:C00065]
"CoA [CPD:C00010];";EC:2.3.1.50
"3-dehydro-D-sphinganine [CPD:C02934];";EC:2.3.1.50
CO2 [CPD:C00011];EC:2.3.1.50
EC:1.1.1.102;"sphinganine [CPD:C00836];"
EC:1.1.1.102;NADP+ [CPD:C00006]
"3-dehydrosphinganine [CPD:C02934];";EC:1.1.1.102
"NADPH [CPD:C00005];";EC:1.1.1.102
H+ [CPD:C00080];EC:1.1.1.102
EC:3.5.1.23;"ceramide [CPD:C00195];"
EC:3.5.1.23;H2O [CPD:C00001]
"carboxylate [CPD:C00060];";EC:3.5.1.23
sphingosine [CPD:C00319];EC:3.5.1.23
EC:1.14.19.17 1.14.18.5;"dihydroceramide [CPD:C12126];"
EC:1.14.19.17 1.14.18.5;"ferrocytochrome b5 [CPD:C00999];"
EC:1.14.19.17 1.14.18.5;"O2 [CPD:C00007];"
EC:1.14.19.17 1.14.18.5;H+ [CPD:C00080]
"(4E)-sphing-4-enine ceramide [CPD:C00195];";EC:1.14.19.17 1.14.18.5
"ferricytochrome b5 [CPD:C00996];";EC:1.14.19.17 1.14.18.5
H2O [CPD:C00001];EC:1.14.19.17 1.14.18.5
EC:2.7.1.91;"ATP [CPD:C00002];"
EC:2.7.1.91;sphingoid base
"ADP [CPD:C00008];";EC:2.7.1.91
sphingoid base 1-phosphate;EC:2.7.1.91
EC:3.1.4.12;"sphingomyelin [CPD:C00550];"
EC:3.1.4.12;H2O [CPD:C00001]
"ceramide [CPD:C00195];";EC:3.1.4.12
phosphocholine [CPD:C00588];EC:3.1.4.12
EC:3.5.1.23;"ceramide [CPD:C00195];"
EC:3.5.1.23;H2O [CPD:C00001]
"carboxylate [CPD:C00060];";EC:3.5.1.23
sphingosine [CPD:C00319];EC:3.5.1.23
EC:2.7.1.138;"ATP [CPD:C00002];"
EC:2.7.1.138;ceramide [CPD:C00195]
"ADP [CPD:C00008];";EC:2.7.1.138
ceramide 1-phosphate [CPD:C02960];EC:2.7.1.138
EC:3.2.1.45;"D-glucosyl-N-acylsphingosine [CPD:C01190];"
EC:3.2.1.45;H2O [CPD:C00001]
"D-glucose [CPD:C00031];";EC:3.2.1.45
ceramide [CPD:C00195];EC:3.2.1.45
EC:2.4.1.80;"UDP-alpha-D-glucose [CPD:C00029];"
EC:2.4.1.80;N-acylsphingosine [CPD:C00195]
"UDP [CPD:C00015];";EC:2.4.1.80
beta-D-glucosyl-N-acylsphingosine;EC:2.4.1.80
EC:4.1.2.27;sphinganine 1-phosphate [CPD:C01120]
"phosphoethanolamine [CPD:C00346];";EC:4.1.2.27
palmitaldehyde [CPD:C00517];EC:4.1.2.27
EC:2.3.1.291;"palmitoyl-CoA [CPD:C00154];"
EC:2.3.1.291;sphingoid base
"N-(palmitoyl)-sphingoid base;";EC:2.3.1.291
CoA [CPD:C00010];EC:2.3.1.291
EC:2.4.1.228;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.228;beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide [CPD:C01290]
"UDP [CPD:C00015];";EC:2.4.1.228
alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide [CPD:C04737];EC:2.4.1.228
EC:3.2.1.49;The human lysosomal enzyme is involved in the degradation of blood type A epitope.
EC 3.2.1.49 created 1972, modified 2011;EC:3.2.1.49
EC:4.4.1.5;(R)-S-lactoylglutathione [CPD:C03451]
"glutathione [CPD:C00051];";EC:4.4.1.5
2-oxopropanal [CPD:C00546];EC:4.4.1.5
EC:3.1.2.6;"S-(2-hydroxyacyl)glutathione [CPD:C03899];"
EC:3.1.2.6;H2O [CPD:C00001]
"glutathione [CPD:C00051];";EC:3.1.2.6
2-hydroxy carboxylate [CPD:C02929];EC:3.1.2.6
EC:3.6.1.7;"acylphosphate;"
EC:3.6.1.7;H2O [CPD:C00001]
"carboxylate [CPD:C00060];";EC:3.6.1.7
phosphate [CPD:C00009];EC:3.6.1.7
EC:1.1.1.40;"(S)-malate [CPD:C00149];"
EC:1.1.1.40;"NADP+ [CPD:C00006];"
EC:1.1.1.40;oxaloacetate [CPD:C00036]
"pyruvate [CPD:C00022];";EC:1.1.1.40
"CO2 [CPD:C00011];";EC:1.1.1.40
NADPH [CPD:C00005];EC:1.1.1.40
EC:3.1.3.18 3.1.3.48;"2-phosphoglycolate [CPD:C00988];"
EC:3.1.3.18 3.1.3.48;H2O [CPD:C00001]
"glycolate [CPD:C00160];";EC:3.1.3.18 3.1.3.48
phosphate [CPD:C00009];EC:3.1.3.18 3.1.3.48
EC:1.1.3.15;"(S)-2-hydroxycarboxylate [CPD:C15565];"
EC:1.1.3.15;O2 [CPD:C00007]
"2-oxocarboxylate [CPD:C00161];";EC:1.1.3.15
H2O2 [CPD:C00027];EC:1.1.3.15
EC:5.3.1.22;hydroxypyruvate [CPD:C00168]
2-hydroxy-3-oxopropanoate [CPD:C01146];EC:5.3.1.22
EC:1.11.1.6;H2O2 [CPD:C00027]
"O2 [CPD:C00007];";EC:1.11.1.6
H2O [CPD:C00001];EC:1.11.1.6
EC:6.2.1.17;"ATP [CPD:C00002];"
EC:6.2.1.17;"propanoate [CPD:C00163];"
EC:6.2.1.17;CoA [CPD:C00010]
"AMP [CPD:C00020];";EC:6.2.1.17
"diphosphate [CPD:C00013];";EC:6.2.1.17
propanoyl-CoA [CPD:C00100];EC:6.2.1.17
EC:1.5.1.3;"5,6,7,8-tetrahydrofolate [CPD:C00101];"
EC:1.5.1.3;NADP+ [CPD:C00006]
"7,8-dihydrofolate [CPD:C00415];";EC:1.5.1.3
"NADPH [CPD:C00005];";EC:1.5.1.3
H+ [CPD:C00080];EC:1.5.1.3
EC:1.5.1.20;"5-methyltetrahydrofolate [CPD:C00440];"
EC:1.5.1.20;"NAD+ [CPD:C00003];"
EC:1.5.1.20;NADP+ [CPD:C00006]
"5,10-methylenetetrahydrofolate [CPD:C00143];";EC:1.5.1.20
"NADH [CPD:C00004];";EC:1.5.1.20
"NADPH [CPD:C00005];";EC:1.5.1.20
H+ [CPD:C00080];EC:1.5.1.20
EC:1.5.1.15 3.5.4.9;"5,10-methylenetetrahydrofolate [CPD:C00143];"
EC:1.5.1.15 3.5.4.9;NAD+ [CPD:C00003]
"5,10-methenyltetrahydrofolate [CPD:C00445];";EC:1.5.1.15 3.5.4.9
"NADH [CPD:C00004];";EC:1.5.1.15 3.5.4.9
H+ [CPD:C00080];EC:1.5.1.15 3.5.4.9
EC:1.5.1.5 3.5.4.9 6.3.4.3;"5,10-methylenetetrahydrofolate [CPD:C00143];"
EC:1.5.1.5 3.5.4.9 6.3.4.3;NADP+ [CPD:C00006]
"5,10-methenyltetrahydrofolate [CPD:C00445];";EC:1.5.1.5 3.5.4.9 6.3.4.3
"NADPH [CPD:C00005];";EC:1.5.1.5 3.5.4.9 6.3.4.3
H+ [CPD:C00080];EC:1.5.1.5 3.5.4.9 6.3.4.3
EC:1.5.1.6;"10-formyltetrahydrofolate [CPD:C00234];"
EC:1.5.1.6;"NADP+ [CPD:C00006];"
EC:1.5.1.6;H2O [CPD:C00001]
"tetrahydrofolate [CPD:C00101];";EC:1.5.1.6
"CO2 [CPD:C00011];";EC:1.5.1.6
"NADPH [CPD:C00005];";EC:1.5.1.6
H+ [CPD:C00080];EC:1.5.1.6
EC:2.1.2.9;"10-formyltetrahydrofolate [CPD:C00234];"
EC:2.1.2.9;L-methionyl-tRNAfMet
"tetrahydrofolate [CPD:C00101];";EC:2.1.2.9
N-formylmethionyl-tRNAfMet;EC:2.1.2.9
EC:6.3.3.2;"ATP [CPD:C00002];"
EC:6.3.3.2;5-formyltetrahydrofolate [CPD:C03479]
"ADP [CPD:C00008];";EC:6.3.3.2
"phosphate [CPD:C00009];";EC:6.3.3.2
5,10-methenyltetrahydrofolate [CPD:C00445];EC:6.3.3.2
EC:2.7.6.2;"ATP [CPD:C00002];"
EC:2.7.6.2;thiamine [CPD:C00378]
"AMP [CPD:C00020];";EC:2.7.6.2
thiamine diphosphate [CPD:C00068];EC:2.7.6.2
EC:3.1.3.1;"phosphate monoester [CPD:C01153];"
EC:3.1.3.1;H2O [CPD:C00001]
"alcohol [CPD:C00069];";EC:3.1.3.1
phosphate [CPD:C00009];EC:3.1.3.1
EC:3.1.3.2 3.1.3.48;"phosphate monoester [CPD:C01153];"
EC:3.1.3.2 3.1.3.48;H2O [CPD:C00001]
"alcohol [CPD:C00069];";EC:3.1.3.2 3.1.3.48
phosphate [CPD:C00009];EC:3.1.3.2 3.1.3.48
EC:2.7.1.26;"ATP [CPD:C00002];"
EC:2.7.1.26;riboflavin [CPD:C00255]
"ADP [CPD:C00008];";EC:2.7.1.26
FMN [CPD:C00061];EC:2.7.1.26
EC:2.7.7.2;"ATP [CPD:C00002];"
EC:2.7.7.2;FMN [CPD:C00061]
"diphosphate [CPD:C00013];";EC:2.7.7.2
FAD [CPD:C00016];EC:2.7.7.2
EC:3.1.3.74;"pyridoxal 5'-phosphate [CPD:C00018];"
EC:3.1.3.74;H2O [CPD:C00001]
"pyridoxal [CPD:C00250];";EC:3.1.3.74
phosphate [CPD:C00009];EC:3.1.3.74
EC:1.4.3.5;"pyridoxamine 5'-phosphate [CPD:C00647];"
EC:1.4.3.5;"H2O [CPD:C00001];"
EC:1.4.3.5;"O2 [CPD:C00007];"
EC:1.4.3.5;pyridoxine 5'-phosphate [CPD:C00627]
"pyridoxal 5'-phosphate [CPD:C00018];";EC:1.4.3.5
"NH3 [CPD:C00014];";EC:1.4.3.5
H2O2 [CPD:C00027];EC:1.4.3.5
EC:2.7.1.35;"ATP [CPD:C00002];"
EC:2.7.1.35;pyridoxal [CPD:C00250]
"ADP [CPD:C00008];";EC:2.7.1.35
pyridoxal 5'-phosphate [CPD:C00018];EC:2.7.1.35
EC:6.3.5.1;"ATP [CPD:C00002];"
EC:6.3.5.1;"deamido-NAD+ [CPD:C00857];"
EC:6.3.5.1;"L-glutamine [CPD:C00064];"
EC:6.3.5.1;H2O [CPD:C00001]
"AMP [CPD:C00020];";EC:6.3.5.1
"diphosphate [CPD:C00013];";EC:6.3.5.1
"NAD+ [CPD:C00003];";EC:6.3.5.1
L-glutamate [CPD:C00025];EC:6.3.5.1
EC:2.7.1.23;"ATP [CPD:C00002];"
EC:2.7.1.23;NAD+ [CPD:C00003]
"ADP [CPD:C00008];";EC:2.7.1.23
NADP+ [CPD:C00006];EC:2.7.1.23
EC:2.7.7.1 2.7.7.18;"ATP [CPD:C00002];"
EC:2.7.7.1 2.7.7.18;nicotinamide ribonucleotide [CPD:C00455]
"diphosphate [CPD:C00013];";EC:2.7.7.1 2.7.7.18
NAD+ [CPD:C00003];EC:2.7.7.1 2.7.7.18
EC:6.3.4.21;"nicotinate [CPD:C00253];"
EC:6.3.4.21;"5-phospho-alpha-D-ribose 1-diphosphate [CPD:C00119];"
EC:6.3.4.21;"ATP [CPD:C00002];"
EC:6.3.4.21;H2O [CPD:C00001]
"beta-nicotinate D-ribonucleotide [CPD:C01185];";EC:6.3.4.21
"diphosphate [CPD:C00013];";EC:6.3.4.21
"ADP [CPD:C00008];";EC:6.3.4.21
phosphate [CPD:C00009];EC:6.3.4.21
EC:2.3.1.286;"[protein]-N6-acetyl-L-lysine [CPD:C20743];"
EC:2.3.1.286;"NAD+ [CPD:C00003];"
EC:2.3.1.286;"H2O [CPD:C00001];"
EC:2.3.1.286;[protein]-N6-[1,1-(5-adenosylyl-alpha-D-ribose-1,2-di-O-yl)ethyl]-L-lysine
"[protein]-L-lysine [CPD:C02188];";EC:2.3.1.286
"2''-O-acetyl-ADP-D-ribose;";EC:2.3.1.286
"nicotinamide [CPD:C00153];";EC:2.3.1.286
[protein]-N6-[1,1-(5-adenosylyl-alpha-D-ribose-1,2-di-O-yl)ethyl]-L-lysine;EC:2.3.1.286
EC:4.1.1.36;N-[(R)-4'-phosphopantothenoyl]-L-cysteine [CPD:C04352]
"pantotheine 4'-phosphate;";EC:4.1.1.36
CO2 [CPD:C00011];EC:4.1.1.36
EC:2.7.1.33;"ATP [CPD:C00002];"
EC:2.7.1.33;(R)-pantothenate [CPD:C00864]
"ADP [CPD:C00008];";EC:2.7.1.33
(R)-4'-phosphopantothenate [CPD:C03492];EC:2.7.1.33
EC:2.7.7.3 2.7.1.24;"ATP [CPD:C00002];"
EC:2.7.7.3 2.7.1.24;pantetheine 4'-phosphate [CPD:C01134]
"diphosphate [CPD:C00013];";EC:2.7.7.3 2.7.1.24
3'-dephospho-CoA [CPD:C00882];EC:2.7.7.3 2.7.1.24
EC:6.3.2.51;"ATP [CPD:C00002];"
EC:6.3.2.51;"(R)-4'-phosphopantothenate [CPD:C03492];"
EC:6.3.2.51;L-cysteine [CPD:C00097]
"AMP [CPD:C00020];";EC:6.3.2.51
"diphosphate [CPD:C00013];";EC:6.3.2.51
N-[(R)-4'-phosphopantothenoyl]-L-cysteine [CPD:C04352];EC:6.3.2.51
EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15;"ATP [CPD:C00002];"
EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15;"biotin [CPD:C00120];"
EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15;apo-[methylmalonyl-CoA:pyruvate carboxytransferase] [CPD:C04736]
"AMP [CPD:C00020];";EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15
"diphosphate [CPD:C00013];";EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15
[methylmalonyl-CoA:pyruvate carboxytransferase] [CPD:C04682];EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15
EC:3.5.1.12;"biotin amide [CPD:C01893];"
EC:3.5.1.12;H2O [CPD:C00001]
"biotin [CPD:C00120];";EC:3.5.1.12
NH3 [CPD:C00014];EC:3.5.1.12
EC:2.3.1.181;"octanoyl-[acyl-carrier protein] [CPD:C05752];"
EC:2.3.1.181;protein [CPD:C16240]
"protein N6-(octanoyl)lysine [CPD:C16236];";EC:2.3.1.181
[acyl-carrier protein] [CPD:C00229];EC:2.3.1.181
EC:2.8.1.8;"[protein]-N6-(octanoyl)-L-lysine [CPD:C16236];"
EC:2.8.1.8;"[Fe-S] cluster scaffold protein carrying a [4Fe-4S]2+ cluster [CPD:C22154];"
EC:2.8.1.8;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.8.1.8;"oxidized [2Fe-2S] ferredoxin [CPD:C22151];"
EC:2.8.1.8;H+ [CPD:C00080]
"[protein]-N6-[(R)-dihydrolipoyl]-L-lysine [CPD:C16832];";EC:2.8.1.8
"[Fe-S] cluster scaffold protein [CPD:C22155];";EC:2.8.1.8
"sulfide [CPD:C00283];";EC:2.8.1.8
"Fe3+ [CPD:C14819];";EC:2.8.1.8
"L-methionine [CPD:C00073];";EC:2.8.1.8
"5'-deoxyadenosine [CPD:C05198];";EC:2.8.1.8
reduced [2Fe-2S] ferredoxin [CPD:C22150];EC:2.8.1.8
EC:3.5.4.16;"GTP [CPD:C00044];"
EC:3.5.4.16;H2O [CPD:C00001]
"formate [CPD:C00058];";EC:3.5.4.16
7,8-dihydroneopterin 3'-triphosphate [CPD:C04895];EC:3.5.4.16
EC:4.2.3.12 4.1.2.50;7,8-dihydroneopterin 3'-triphosphate [CPD:C04895]
"6-pyruvoyl-5,6,7,8-tetrahydropterin [CPD:C03684];";EC:4.2.3.12 4.1.2.50
triphosphate [CPD:C00536];EC:4.2.3.12 4.1.2.50
EC:6.3.2.17;"ATP [CPD:C00002];"
EC:6.3.2.17;"tetrahydropteroyl-[gamma-Glu]n [CPD:C03541];"
EC:6.3.2.17;L-glutamate [CPD:C00025]
"ADP [CPD:C00008];";EC:6.3.2.17
"phosphate [CPD:C00009];";EC:6.3.2.17
tetrahydropteroyl-[gamma-Glu]n+1 [CPD:C03541];EC:6.3.2.17
EC:3.4.19.9;"tetrahydropteroyl-(gamma-glutamyl)n;"
EC:3.4.19.9;(n-1) H2O
"5,6,7,8-tetrahydrofolate [CPD:C00101];";EC:3.4.19.9
(n-1) L-glutamate;EC:3.4.19.9
EC:1.1.1.153;"L-erythro-7,8-dihydrobiopterin [CPD:C02953];"
EC:1.1.1.153;"NADP+ [CPD:C00006];"
EC:1.1.1.153;L-erythro-tetrahydrobiopterin [CPD:C00272]
"sepiapterin [CPD:C00835];";EC:1.1.1.153
"NADPH [CPD:C00005];";EC:1.1.1.153
"H+ [CPD:C00080];";EC:1.1.1.153
6-pyruvoyl-5,6,7,8-tetrahydropterin [CPD:C03684];EC:1.1.1.153
EC:1.5.1.34;"5,6,7,8-tetrahydropteridine [CPD:C05650];"
EC:1.5.1.34;"NAD+ [CPD:C00003];"
EC:1.5.1.34;NADP+ [CPD:C00006]
"6,7-dihydropteridine [CPD:C05649];";EC:1.5.1.34
"NADH [CPD:C00004];";EC:1.5.1.34
"NADPH [CPD:C00005];";EC:1.5.1.34
H+ [CPD:C00080];EC:1.5.1.34
EC:4.1.99.22 4.6.1.17;"GTP [CPD:C00044];"
EC:4.1.99.22 4.6.1.17;"S-adenosyl-L-methionine [CPD:C00019];"
EC:4.1.99.22 4.6.1.17;reduced electron acceptor
"(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate [CPD:C21310];";EC:4.1.99.22 4.6.1.17
"5'-deoxyadenosine [CPD:C05198];";EC:4.1.99.22 4.6.1.17
"L-methionine [CPD:C00073];";EC:4.1.99.22 4.6.1.17
oxidized electron acceptor;EC:4.1.99.22 4.6.1.17
EC:2.8.1.12;"cyclic pyranopterin phosphate [CPD:C18239];"
EC:2.8.1.12;"[molybdopterin-synthase sulfur-carrier protein]-Gly-NH-CH2-C(O)SH [CPD:C15814];"
