;Origen;Destino
EC:5.1.3.3;alpha-D-glucose [CPD:C00267]
"NH3 [CPD:C00014];";EC:1.4.3.22
H2O2 [CPD:C00027];EC:1.4.3.22
EC:2.3.1.57;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.57;alkane-alpha,omega-diamine [CPD:C03687]
"CoA [CPD:C00010];";EC:2.3.1.57
N-acetyldiamine [CPD:C02297];EC:2.3.1.57
EC:1.4.3.4;"RCH2NHR' [CPD:C21299];"
EC:1.4.3.4;"H2O [CPD:C00001];"
EC:1.4.3.4;O2 [CPD:C00007]
"RCHO [CPD:C00071];";EC:1.4.3.4
"R'NH2 [CPD:C21300];";EC:1.4.3.4
H2O2 [CPD:C00027];EC:1.4.3.4
EC:3.4.13.20;EC 3.4.13.20 created 1992
EC:1.5.3.16 1.5.3.-;"spermine [CPD:C00750];"
EC:1.5.3.16 1.5.3.-;"O2 [CPD:C00007];"
EC:1.5.3.16 1.5.3.-;H2O [CPD:C00001]
"spermidine [CPD:C00315];";EC:1.5.3.16 1.5.3.-
"3-aminopropanal [CPD:C05665];";EC:1.5.3.16 1.5.3.-
H2O2 [CPD:C00027];EC:1.5.3.16 1.5.3.-
EC:2.7.2.11 1.2.1.41;"ATP [CPD:C00002];"
EC:2.7.2.11 1.2.1.41;L-glutamate [CPD:C00025]
"ADP [CPD:C00008];";EC:2.7.2.11 1.2.1.41
L-glutamate 5-phosphate [CPD:C03287];EC:2.7.2.11 1.2.1.41
EC:2.6.1.13;"L-ornithine [CPD:C00077];"
EC:2.6.1.13;2-oxo carboxylate [CPD:C00161]
"L-glutamate 5-semialdehyde [CPD:C01165];";EC:2.6.1.13
L-amino acid [CPD:C00151];EC:2.6.1.13
EC:4.1.1.17;L-ornithine [CPD:C00077]
"putrescine [CPD:C00134];";EC:4.1.1.17
CO2 [CPD:C00011];EC:4.1.1.17
EC:1.5.5.2;"L-proline [CPD:C00148];"
EC:1.5.5.2;quinone [CPD:C15602]
"(S)-1-pyrroline-5-carboxylate [CPD:C03912];";EC:1.5.5.2
quinol [CPD:C15603];EC:1.5.5.2
EC:1.5.1.2;"L-proline [CPD:C00148];"
EC:1.5.1.2;"NAD+ [CPD:C00003];"
EC:1.5.1.2;NADP+ [CPD:C00006]
"1-pyrroline-5-carboxylate [CPD:C03912];";EC:1.5.1.2
"NADH [CPD:C00004];";EC:1.5.1.2
"NADPH [CPD:C00005];";EC:1.5.1.2
H+ [CPD:C00080];EC:1.5.1.2
EC:1.14.11.2;"procollagen L-proline [CPD:C01078];"
EC:1.14.11.2;"2-oxoglutarate [CPD:C00026];"
EC:1.14.11.2;O2 [CPD:C00007]
"procollagen trans-4-hydroxy-L-proline [CPD:C04398];";EC:1.14.11.2
"succinate [CPD:C00042];";EC:1.14.11.2
CO2 [CPD:C00011];EC:1.14.11.2
EC:3.4.11.1 3.4.11.5;EC 3.4.11.1 created 1961 as EC 3.4.1.1, transferred 1972 to EC 3.4.11.1
EC:1.5.5.3;"trans-4-hydroxy-L-proline [CPD:C01157];"
EC:1.5.5.3;quinone [CPD:C00472]
"(3R,5S)-3-hydroxy-1-pyrroline-5-carboxylate [CPD:C04281];";EC:1.5.5.3
quinol [CPD:C00530];EC:1.5.5.3
EC:4.2.1.77;trans-3-hydroxy-L-proline [CPD:C05147]
"1-pyrroline 2-carboxylate [CPD:C03564];";EC:4.2.1.77
H2O [CPD:C00001];EC:4.2.1.77
EC:4.1.3.16;4-hydroxy-2-oxoglutarate [CPD:C01127]
"pyruvate [CPD:C00022];";EC:4.1.3.16
glyoxylate [CPD:C00048];EC:4.1.3.16
EC:2.1.1.22;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.22;carnosine [CPD:C00386]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.22
anserine [CPD:C01262];EC:2.1.1.22
EC:4.3.1.3;L-histidine [CPD:C00135]
"urocanate [CPD:C00785];";EC:4.3.1.3
NH3 [CPD:C00014];EC:4.3.1.3
EC:4.1.1.22;L-histidine [CPD:C00135]
"histamine [CPD:C00388];";EC:4.1.1.22
CO2 [CPD:C00011];EC:4.1.1.22
EC:4.2.1.49;3-(5-oxo-4,5-dihydro-3H-imidazol-4-yl)propanoate
"urocanate [CPD:C00785];";EC:4.2.1.49
H2O [CPD:C00001];EC:4.2.1.49
EC:3.5.2.7;"(S)-3-(5-oxo-4,5-dihydro-3H-imidazol-4-yl)propanoate;"
EC:3.5.2.7;H2O [CPD:C00001]
"N-formimidoyl-L-glutamate [CPD:C00439];";EC:3.5.2.7
H+ [CPD:C00080];EC:3.5.2.7
EC:2.1.2.5 4.3.1.4;"5-formimidoyltetrahydrofolate [CPD:C00664];"
EC:2.1.2.5 4.3.1.4;L-glutamate [CPD:C00025]
"tetrahydrofolate [CPD:C00101];";EC:2.1.2.5 4.3.1.4
N-formimidoyl-L-glutamate [CPD:C00439];EC:2.1.2.5 4.3.1.4
EC:2.1.1.8;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.8;histamine [CPD:C00388]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.8
Ntau-methylhistamine [CPD:C05127];EC:2.1.1.8
EC:1.4.3.21;"RCH2NH2 [CPD:C00375];"
EC:1.4.3.21;"H2O [CPD:C00001];"
EC:1.4.3.21;O2 [CPD:C00007]
"RCHO [CPD:C00071];";EC:1.4.3.21
"NH3 [CPD:C00014];";EC:1.4.3.21
H2O2 [CPD:C00027];EC:1.4.3.21
EC:4.1.1.28 4.1.1.105;"L-dopa [CPD:C00355];"
EC:4.1.1.28 4.1.1.105;5-hydroxy-L-tryptophan [CPD:C00643]
"dopamine [CPD:C03758];";EC:4.1.1.28 4.1.1.105
"CO2 [CPD:C00011];";EC:4.1.1.28 4.1.1.105
5-hydroxytryptamine [CPD:C00780];EC:4.1.1.28 4.1.1.105
EC:1.13.11.5;"homogentisate [CPD:C00544];"
EC:1.13.11.5;O2 [CPD:C00007]
4-maleylacetoacetate [CPD:C01036];EC:1.13.11.5
EC:5.2.1.2;4-maleylacetoacetate [CPD:C01036]
4-fumarylacetoacetate [CPD:C01061];EC:5.2.1.2
EC:3.7.1.2;"4-fumarylacetoacetate [CPD:C01061];"
EC:3.7.1.2;H2O [CPD:C00001]
"acetoacetate [CPD:C00164];";EC:3.7.1.2
fumarate [CPD:C00122];EC:3.7.1.2
EC:5.3.2.1;keto-phenylpyruvate [CPD:C00166]
enol-phenylpyruvate [CPD:C02763];EC:5.3.2.1
EC:1.11.1.8;"iodide [CPD:C00708];"
EC:1.11.1.8;"H2O2 [CPD:C00027];"
EC:1.11.1.8;"H+ [CPD:C00080];"
EC:1.11.1.8;"[thyroglobulin]-L-tyrosine [CPD:C16733];"
EC:1.11.1.8;"[thyroglobulin]-3-iodo-L-tyrosine [CPD:C16732];"
EC:1.11.1.8;[thyroglobulin]-3,5-diiodo-L-tyrosine [CPD:C16731]
"diiodine [CPD:C01382];";EC:1.11.1.8
"H2O [CPD:C00001];";EC:1.11.1.8
"[thyroglobulin]-3-iodo-L-tyrosine [CPD:C16732];";EC:1.11.1.8
"[thyroglobulin]-3,5-diiodo-L-tyrosine [CPD:C16731];";EC:1.11.1.8
"[thyroglobulin]-L-thyroxine [CPD:C16729];";EC:1.11.1.8
"[thyroglobulin]-aminoacrylate [CPD:C16734];";EC:1.11.1.8
[thyroglobulin]-3,5,3'-triiodo-L-thyronine [CPD:C16730];EC:1.11.1.8
EC:1.14.16.2;"L-tyrosine [CPD:C00082];"
EC:1.14.16.2;"5,6,7,8-tetrahydropteridine [CPD:C05650];"
EC:1.14.16.2;O2 [CPD:C00007]
"L-dopa [CPD:C00355];";EC:1.14.16.2
4a-hydroxy-5,6,7,8-tetrahydropteridine [CPD:C22239];EC:1.14.16.2
EC:1.14.18.1;"L-tyrosine [CPD:C00082];"
EC:1.14.18.1;"O2 [CPD:C00007];"
EC:1.14.18.1;L-dopa [CPD:C00355]
"dopaquinone [CPD:C00822];";EC:1.14.18.1
"H2O [CPD:C00001];";EC:1.14.18.1
L-dopa [CPD:C00355];EC:1.14.18.1
EC:1.14.17.1;"dopamine [CPD:C03758];"
EC:1.14.17.1;"ascorbate [CPD:C00072];"
EC:1.14.17.1;O2 [CPD:C00007]
"noradrenaline [CPD:C00547];";EC:1.14.17.1
"monodehydroascorbate [CPD:C01041];";EC:1.14.17.1
H2O [CPD:C00001];EC:1.14.17.1
EC:2.1.1.28;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.28;phenylethanolamine [CPD:C02735]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.28
N-methylphenylethanolamine [CPD:C03711];EC:2.1.1.28
EC:5.3.3.12;L-dopachrome [CPD:C01693]
5,6-dihydroxyindole-2-carboxylate [CPD:C04185];EC:5.3.3.12
EC:3.7.1.5;"3-acylpyruvate [CPD:C02119];"
EC:3.7.1.5;H2O [CPD:C00001]
"carboxylate [CPD:C00060];";EC:3.7.1.5
pyruvate [CPD:C00022];EC:3.7.1.5
EC:1.14.16.1;"L-phenylalanine [CPD:C00079];"
EC:1.14.16.1;"5,6,7,8-tetrahydropteridine [CPD:C05650];"
EC:1.14.16.1;O2 [CPD:C00007]
"L-tyrosine [CPD:C00082];";EC:1.14.16.1
4a-hydroxy-5,6,7,8-tetrahydropteridine [CPD:C22239];EC:1.14.16.1
EC:3.5.1.9;"N-formyl-L-kynurenine [CPD:C02700];"
EC:3.5.1.9;H2O [CPD:C00001]
"formate [CPD:C00058];";EC:3.5.1.9
L-kynurenine [CPD:C00328];EC:3.5.1.9
EC:1.13.11.52;"D-tryptophan [CPD:C00525];"
EC:1.13.11.52;"O2 [CPD:C00007];"
EC:1.13.11.52;L-tryptophan [CPD:C00078]
"N-formyl-D-kynurenine [CPD:C15605];";EC:1.13.11.52
N-formyl-L-kynurenine [CPD:C02700];EC:1.13.11.52
EC:1.14.16.4;"L-tryptophan [CPD:C00078];"
EC:1.14.16.4;"5,6,7,8-tetrahydropteridine [CPD:C05650];"
EC:1.14.16.4;O2 [CPD:C00007]
"5-hydroxy-L-tryptophan [CPD:C00643];";EC:1.14.16.4
4a-hydroxy-5,6,7,8-tetrahydropteridine [CPD:C22239];EC:1.14.16.4
EC:3.7.1.3;"L-kynurenine [CPD:C00328];"
EC:3.7.1.3;H2O [CPD:C00001]
"anthranilate [CPD:C00108];";EC:3.7.1.3
L-alanine [CPD:C00041];EC:3.7.1.3
EC:1.14.13.9;"L-kynurenine [CPD:C00328];"
EC:1.14.13.9;"NADPH [CPD:C00005];"
EC:1.14.13.9;"H+ [CPD:C00080];"
EC:1.14.13.9;O2 [CPD:C00007]
"3-hydroxy-L-kynurenine [CPD:C03227];";EC:1.14.13.9
"NADP+ [CPD:C00006];";EC:1.14.13.9
H2O [CPD:C00001];EC:1.14.13.9
EC:1.13.11.6;"3-hydroxyanthranilate [CPD:C00632];"
EC:1.13.11.6;O2 [CPD:C00007]
2-amino-3-carboxymuconate semialdehyde [CPD:C04409];EC:1.13.11.6
EC:1.11.1.6;H2O2 [CPD:C00027]
"O2 [CPD:C00007];";EC:1.11.1.6
H2O [CPD:C00001];EC:1.11.1.6
EC:4.1.1.45;2-amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate [CPD:C04409]
"2-aminomuconate semialdehyde [CPD:C03824];";EC:4.1.1.45
CO2 [CPD:C00011];EC:4.1.1.45
EC:1.2.1.32;"2-aminomuconate 6-semialdehyde [CPD:C03824];"
EC:1.2.1.32;"NAD+ [CPD:C00003];"
EC:1.2.1.32;H2O [CPD:C00001]
"2-aminomuconate [CPD:C02220];";EC:1.2.1.32
"NADH [CPD:C00004];";EC:1.2.1.32
H+ [CPD:C00080];EC:1.2.1.32
EC:1.13.11.11;"L-tryptophan [CPD:C00078];"
EC:1.13.11.11;O2 [CPD:C00007]
N-formyl-L-kynurenine [CPD:C02700];EC:1.13.11.11
EC:2.1.1.49 2.1.1.96;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.49 2.1.1.96;amine [CPD:C00706]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.49 2.1.1.96
methylated amine [CPD:C02436];EC:2.1.1.49 2.1.1.96
EC:2.1.1.4;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.4;N-acetylserotonin [CPD:C00978]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.4
melatonin [CPD:C01598];EC:2.1.1.4
EC:2.3.1.87;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.87;2-arylethylamine [CPD:C15534]
"CoA [CPD:C00010];";EC:2.3.1.87
N-acetyl-2-arylethylamine [CPD:C15535];EC:2.3.1.87
EC:4.1.1.29 4.1.1.11;3-sulfino-L-alanine [CPD:C00606]
"hypotaurine [CPD:C00519];";EC:4.1.1.29 4.1.1.11
CO2 [CPD:C00011];EC:4.1.1.29 4.1.1.11
EC:4.1.1.9;malonyl-CoA [CPD:C00083]
"acetyl-CoA [CPD:C00024];";EC:4.1.1.9
CO2 [CPD:C00011];EC:4.1.1.9
EC:1.13.11.19;"2-aminoethanethiol [CPD:C01678];"
EC:1.13.11.19;O2 [CPD:C00007]
hypotaurine [CPD:C00519];EC:1.13.11.19
EC:4.1.1.29;3-sulfino-L-alanine [CPD:C00606]
"hypotaurine [CPD:C00519];";EC:4.1.1.29
CO2 [CPD:C00011];EC:4.1.1.29
EC:2.3.2.2 3.4.19.13;"(5-L-glutamyl)-peptide [CPD:C03193];"
EC:2.3.2.2 3.4.19.13;amino acid [CPD:C00045]
"peptide [CPD:C00012];";EC:2.3.2.2 3.4.19.13
5-L-glutamyl amino acid [CPD:C03363];EC:2.3.2.2 3.4.19.13
EC:2.7.7.14;"CTP [CPD:C00063];"
EC:2.7.7.14;ethanolamine phosphate [CPD:C00346]
"diphosphate [CPD:C00013];";EC:2.7.7.14
CDP-ethanolamine [CPD:C00570];EC:2.7.7.14
EC:2.7.8.1;"CDP-ethanolamine [CPD:C00570];"
EC:2.7.8.1;1,2-diacyl-sn-glycerol [CPD:C00641]
"CMP [CPD:C00055];";EC:2.7.8.1
phosphatidylethanolamine [CPD:C00350];EC:2.7.8.1
EC:2.7.7.15;"CTP [CPD:C00063];"
EC:2.7.7.15;phosphocholine [CPD:C00588]
"diphosphate [CPD:C00013];";EC:2.7.7.15
CDP-choline [CPD:C00307];EC:2.7.7.15
EC:2.7.8.1 2.7.8.2;"CDP-ethanolamine [CPD:C00570];"
EC:2.7.8.1 2.7.8.2;1,2-diacyl-sn-glycerol [CPD:C00641]
"CMP [CPD:C00055];";EC:2.7.8.1 2.7.8.2
phosphatidylethanolamine [CPD:C00350];EC:2.7.8.1 2.7.8.2
EC:6.1.1.10;"ATP [CPD:C00002];"
EC:6.1.1.10;"L-methionine [CPD:C00073];"
EC:6.1.1.10;tRNA(Met) [CPD:C01647]
"AMP [CPD:C00020];";EC:6.1.1.10
"diphosphate [CPD:C00013];";EC:6.1.1.10
L-methionyl-tRNA(Met) [CPD:C02430];EC:6.1.1.10
EC:1.8.1.9;"thioredoxin [CPD:C00342];"
EC:1.8.1.9;NADP+ [CPD:C00006]
"thioredoxin disulfide [CPD:C00343];";EC:1.8.1.9
"NADPH [CPD:C00005];";EC:1.8.1.9
H+ [CPD:C00080];EC:1.8.1.9
EC:2.7.9.3;"ATP [CPD:C00002];"
EC:2.7.9.3;"selenide [CPD:C01528];"
EC:2.7.9.3;H2O [CPD:C00001]
"AMP [CPD:C00020];";EC:2.7.9.3
"selenophosphate [CPD:C05172];";EC:2.7.9.3
phosphate [CPD:C00009];EC:2.7.9.3
EC:4.4.1.16;"L-selenocysteine [CPD:C05688];"
EC:4.4.1.16;reduced acceptor [CPD:C00030]
"selenide [CPD:C01528];";EC:4.4.1.16
"L-alanine [CPD:C00041];";EC:4.4.1.16
acceptor [CPD:C00028];EC:4.4.1.16
EC:2.9.1.2;"O-phospho-L-seryl-tRNASec;"
EC:2.9.1.2;"selenophosphate [CPD:C05172];"
EC:2.9.1.2;H2O [CPD:C00001]
"L-selenocysteinyl-tRNA(Sec) [CPD:C06482];";EC:2.9.1.2
phosphate [CPD:C00009];EC:2.9.1.2
EC:2.7.1.164;"ATP [CPD:C00002];"
EC:2.7.1.164;L-seryl-tRNA(Sec) [CPD:C06481]
"ADP [CPD:C00008];";EC:2.7.1.164
O-phospho-L-seryl-tRNASec;EC:2.7.1.164
EC:4.2.1.48;D-glutamate [CPD:C00217]
"5-oxo-D-proline [CPD:C02237];";EC:4.2.1.48
H2O [CPD:C00001];EC:4.2.1.48
EC:4.3.2.9;alpha-(gamma-L-glutamyl)-L-amino acid [CPD:C03740]
"alpha-L-amino acid;";EC:4.3.2.9
5-oxo-L-proline [CPD:C01879];EC:4.3.2.9
EC:3.5.2.9;"ATP [CPD:C00002];"
EC:3.5.2.9;"5-oxo-L-proline [CPD:C01879];"
EC:3.5.2.9;H2O [CPD:C00001]
"ADP [CPD:C00008];";EC:3.5.2.9
"phosphate [CPD:C00009];";EC:3.5.2.9
L-glutamate [CPD:C00025];EC:3.5.2.9
EC:3.4.11.2;EC 3.4.11.2 created 1961 as EC 3.4.1.2, transferred 1972 to EC 3.4.11.2 (EC 3.4.13.6 created 1961 as EC 3.4.3.5, transferred 1972 to EC 3.4.13.6, incorporated 1997)
EC:1.8.1.7;"glutathione [CPD:C00051];"
EC:1.8.1.7;NADP+ [CPD:C00006]
"glutathione disulfide [CPD:C00127];";EC:1.8.1.7
"NADPH [CPD:C00005];";EC:1.8.1.7
H+ [CPD:C00080];EC:1.8.1.7
EC:2.5.1.18;"RX [CPD:C01322];"
EC:2.5.1.18;glutathione [CPD:C00051]
"HX [CPD:C00462];";EC:2.5.1.18
R-S-glutathione [CPD:C02320];EC:2.5.1.18
EC:1.11.1.12;"glutathione [CPD:C00051];"
EC:1.11.1.12;hydroperoxy-fatty-acyl-[lipid]
"glutathione disulfide [CPD:C00127];";EC:1.11.1.12
"hydroxy-fatty-acyl-[lipid];";EC:1.11.1.12
H2O [CPD:C00001];EC:1.11.1.12
EC:1.11.1.9;"glutathione [CPD:C00051];"
EC:1.11.1.9;H2O2 [CPD:C00027]
"glutathione disulfide [CPD:C00127];";EC:1.11.1.9
H2O [CPD:C00001];EC:1.11.1.9
EC:1.8.4.2;"glutathione [CPD:C00051];"
EC:1.8.4.2;protein disulfide [CPD:C02582]
"glutathione disulfide [CPD:C00127];";EC:1.8.4.2
protein dithiol [CPD:C02315];EC:1.8.4.2
EC:2.3.1.80 2.3.1.-;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.80 2.3.1.-;L-cysteine-S-conjugate [CPD:C02882]
"CoA [CPD:C00010];";EC:2.3.1.80 2.3.1.-
N-acetyl-L-cysteine-S-conjugate;EC:2.3.1.80 2.3.1.-
EC:4.3.2.7;glutathione [CPD:C00051]
"L-cysteinylglycine [CPD:C01419];";EC:4.3.2.7
5-oxo-L-proline [CPD:C01879];EC:4.3.2.7
EC:3.2.1.20 3.2.1.3;This single entry covers a group of enzymes whose specificity is directed mainly towards the exohydrolysis of (1->4)-alpha-glucosidic linkages, and that hydrolyse oligosaccharides rapidly, relative to polysaccharide, which are hydrolysed relatively slowly, or not at all. The intestinal enzyme also hydrolyses polysaccharides, catalysing the reactions of EC 3.2.1.3 glucan 1,4-alpha-glucosidase and, more slowly, hydrolyses (1->6)-alpha-D-glucose links.
EC 3.2.1.20 created 1961;EC:3.2.1.20 3.2.1.3
EC:2.4.1.18;Converts amylose into amylopectin. The accepted name requires a qualification depending on the product, glycogen or amylopectin, e.g. glycogen branching enzyme, amylopectin branching enzyme. The latter has frequently been termed Q-enzyme.
EC 2.4.1.18 created 1961;EC:2.4.1.18
EC:2.4.1.1;"[(1->4)-alpha-D-glucosyl]n;"
EC:2.4.1.1;phosphate [CPD:C00009]
"[(1->4)-alpha-D-glucosyl]n-1;";EC:2.4.1.1
alpha-D-glucose 1-phosphate [CPD:C00103];EC:2.4.1.1
EC:2.4.1.11;"UDP-alpha-D-glucose [CPD:C00029];"
EC:2.4.1.11;[(1->4)-alpha-D-glucosyl]n
"UDP [CPD:C00015];";EC:2.4.1.11
[(1->4)-alpha-D-glucosyl]n+1;EC:2.4.1.11
EC:2.7.1.106;"3-phospho-D-glyceroyl phosphate [CPD:C00236];"
EC:2.7.1.106;alpha-D-glucose 1-phosphate [CPD:C00103]
"3-phospho-D-glycerate [CPD:C00197];";EC:2.7.1.106
alpha-D-glucose 1,6-bisphosphate [CPD:C01231];EC:2.7.1.106
EC:3.2.1.1;"Acts on starch, glycogen and related polysaccharides and oligosaccharides in a random manner; reducing groups are liberated in the alpha-configuration. The term ""alpha"" relates to the initial anomeric configuration of the free sugar group released and not to the configuration of the linkage hydrolysed."
EC 3.2.1.1 created 1961;EC:3.2.1.1
EC:3.6.1.43;"dolichyl diphosphate [CPD:C00621];"
EC:3.6.1.43;H2O [CPD:C00001]
"dolichyl phosphate [CPD:C00110];";EC:3.6.1.43
phosphate [CPD:C00009];EC:3.6.1.43
EC:2.7.1.108;"CTP [CPD:C00063];"
EC:2.7.1.108;dolichol [CPD:C00381]
"CDP [CPD:C00112];";EC:2.7.1.108
dolichyl phosphate [CPD:C00110];EC:2.7.1.108
EC:2.4.1.117;"UDP-alpha-D-glucose [CPD:C00029];"
EC:2.4.1.117;dolichyl phosphate [CPD:C00110]
"UDP [CPD:C00015];";EC:2.4.1.117
dolichyl beta-D-glucosyl phosphate [CPD:C01246];EC:2.4.1.117
EC:2.7.8.15;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.7.8.15;dolichyl phosphate [CPD:C00110]
"UMP [CPD:C00105];";EC:2.7.8.15
N-acetyl-alpha-D-glucosaminyl-diphosphodolichol;EC:2.7.8.15
EC:2.4.1.258;"dolichyl beta-D-mannosyl phosphate [CPD:C03862];"
EC:2.4.1.258;alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;";EC:2.4.1.258
dolichyl phosphate [CPD:C00110];EC:2.4.1.258
EC:2.4.1.267;"dolichyl beta-D-glucosyl phosphate [CPD:C01246];"
EC:2.4.1.267;alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;";EC:2.4.1.267
dolichyl phosphate [CPD:C00110];EC:2.4.1.267
EC:2.4.1.142;"GDP-alpha-D-mannose [CPD:C00096];"
EC:2.4.1.142;N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphosphodolichol
"GDP [CPD:C00035];";EC:2.4.1.142
beta-D-mannosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphosphodolichol;EC:2.4.1.142
EC:2.4.1.132 2.4.1.257;"GDP-alpha-D-mannose [CPD:C00096];"
EC:2.4.1.132 2.4.1.257;beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"GDP [CPD:C00035];";EC:2.4.1.132 2.4.1.257
alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;EC:2.4.1.132 2.4.1.257
EC:2.4.1.131;"GDP-alpha-D-mannose [CPD:C00096];"
EC:2.4.1.131;alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"GDP [CPD:C00035];";EC:2.4.1.131
alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;EC:2.4.1.131
EC:2.4.1.260;"dolichyl beta-D-mannosyl phosphate [CPD:C03862];"
EC:2.4.1.260;alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-beta-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"alpha-D-Man-alpha-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;";EC:2.4.1.260
dolichyl phosphate [CPD:C00110];EC:2.4.1.260
EC:2.4.1.259 2.4.1.261;"dolichyl beta-D-mannosyl phosphate [CPD:C03862];"
EC:2.4.1.259 2.4.1.261;alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;";EC:2.4.1.259 2.4.1.261
dolichyl phosphate [CPD:C00110];EC:2.4.1.259 2.4.1.261
EC:2.4.1.256;"dolichyl beta-D-glucosyl phosphate [CPD:C01246];"
EC:2.4.1.256;alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"dolichyl phosphate [CPD:C00110];";EC:2.4.1.256
alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;EC:2.4.1.256
EC:3.2.1.106;"Glc3Man9GlcNAc2-[protein];"
EC:3.2.1.106;H2O [CPD:C00001]
"Glc2Man9GlcNAc2-[protein];";EC:3.2.1.106
